openmicroscopy	src	0 sec	0.10470040228668219		src	30 sec	0.0414990472157527		src	1 min	0.015562142705907262		src	5 min	0.04700402286682193		src	10 min	0.024454795680711412		src	>10 min	0.17467711200508151		test	0 sec	0.07368198179123439		test	30 sec	0.0480626720304891		test	1 min	0.02561930976074529		test	5 min	0.09464323523184416		test	10 min	0.06944738513656575		test	>10 min	0.5890853271225915		others	0 sec	0.1670019055684946		others	30 sec	0.16192038958289223		others	1 min	0.07574634766038535		others	5 min	0.13640694473851367		others	10 min	0.0625661655727292		others	>10 min	0.40922083421554095				
elasticsearch	src	0 sec	0.024719457971628202		src	30 sec	0.009792504763921236		src	1 min	0.007040016938386619		src	5 min	0.035411814524666525		src	10 min	0.028160067753546476		src	>10 min	0.27551344484437856		test	0 sec	0.03308278636459877		test	30 sec	0.025672242218928647		test	1 min	0.022125767520643658		test	5 min	0.10290069870844802		test	10 min	0.0872856235443574		test	>10 min	0.6897099301291552		others	0 sec	0.007939868727503706		others	30 sec	0.008151598560237137		others	1 min	0.007516409062036841		others	5 min	0.03842896464111793		others	10 min	0.026201566800762226		others	>10 min	0.16176159220834216				
presto	src	0 sec	0.12211518102900698		src	30 sec	0.00809866610205378		src	1 min	0.004763921236502223		src	5 min	0.016832521702307854		src	10 min	0.011168748676688545		src	>10 min	0.15874444209189076		test	0 sec	0.11597501587973745		test	30 sec	0.005769637941986026		test	1 min	0.004393394029218717		test	5 min	0.013656574211306373		test	10 min	0.008416260851153927		test	>10 min	0.12237984331992378		others	0 sec	0.01159220834215541		others	30 sec	0.001535041287317383		others	1 min	0.0004234596654668643		others	5 min	0.0022760957018843953		others	10 min	0.0022231632437010374		others	>10 min	0.033506246030065634				
bioformats	src	0 sec	0.0394876138047851		src	30 sec	0.027895405462629686		src	1 min	0.015138683040440398		src	5 min	0.030012703789964006		src	10 min	0.018949820029642177		src	>10 min	0.27000846919330934		test	0 sec	0.009633707389371162		test	30 sec	0.005557908109252593		test	1 min	0.004234596654668642		test	5 min	0.013762439127673089		test	10 min	0.010904086385771755		test	>10 min	0.1677429599830616		others	0 sec	0.04165784459030277		others	30 sec	0.03287105653186534		others	1 min	0.018738090196908745		others	5 min	0.04758627990683888		others	10 min	0.026466229091679016		others	>10 min	0.236396358246877				
netty	src	0 sec	0.003969934363751853		src	30 sec	0.007728138894770273		src	1 min	0.008045733643870422		src	5 min	0.04710988778318865		src	10 min	0.028213000211729834		src	>10 min	0.19796739360575905		test	0 sec	0.0015879737455007411		test	30 sec	0.0025936904509845436		test	1 min	0.0019055684946008892		test	5 min	0.015720940080457338		test	10 min	0.008469193309337285		test	>10 min	0.09374338344272708		others	0 sec	0.0007410544145670124		others	30 sec	0.004340461571035359		others	1 min	0.0015879737455007411		others	5 min	0.00619309760745289		others	10 min	0.004446326487402075		others	>10 min	0.024825322887994918				
mifosx	src	0 sec	0.0004234596654668643		src	30 sec	0.0022231632437010374		src	1 min	0.0023819606182511116		src	5 min	0.012968452254922718		src	10 min	0.007198814312936693		src	>10 min	0.1199449502434893		test	0 sec	0.0		test	30 sec	0.00026466229091679015		test	1 min	0.00010586491636671607		test	5 min	0.0010586491636671606		test	10 min	0.0003175947491001482		test	>10 min	0.009580774931187804		others	0 sec	0.00026466229091679015		others	30 sec	0.0011645140800338768		others	1 min	0.0013762439127673089		others	5 min	0.01238619521490578		others	10 min	0.007092949396569977		others	>10 min	0.04366927800127038				
CONNECT	src	0 sec	0.009898369680287953		src	30 sec	0.01291551979673936		src	1 min	0.012015668007622275		src	5 min	0.027630743171712893		src	10 min	0.013233114545839508		src	>10 min	0.12163878890535676		test	0 sec	0.005240313360152445		test	30 sec	0.006404827440186322		test	1 min	0.004128731738301927		test	5 min	0.0161443997459242		test	10 min	0.010057167054838027		test	>10 min	0.11375185263603642		others	0 sec	0.0037052720728350625		others	30 sec	0.016250264662290917		others	1 min	0.010586491636671608		others	5 min	0.03154774507728139		others	10 min	0.01752064365869151		others	>10 min	0.15159856023713741				
WordPress-Android	src	0 sec	0.03472369256828287		src	30 sec	0.06574211306373068		src	1 min	0.05139741689604065		src	5 min	0.18663984755452043		src	10 min	0.1330721998729621		src	>10 min	0.7855176794410332		test	0 sec	0.020802456066059707		test	30 sec	0.004869786152868939		test	1 min	0.00322887994918484		test	5 min	0.011062883760321829		test	10 min	0.008045733643870422		test	>10 min	0.05669066271437646		others	0 sec	0.004234596654668642		others	30 sec	0.00968663984755452		others	1 min	0.007357611687486767		others	5 min	0.016091467287740843		others	10 min	0.010057167054838027		others	>10 min	0.05716705483802668				
geoserver	src	0 sec	0.014132966334956596		src	30 sec	0.00862799068388736		src	1 min	0.004869786152868939		src	5 min	0.014768155833156892		src	10 min	0.00915731526572094		src	>10 min	0.11084056743595172		test	0 sec	0.010163031971204743		test	30 sec	0.007516409062036841		test	1 min	0.005240313360152445		test	5 min	0.014609358458606819		test	10 min	0.008680923142070718		test	>10 min	0.18536946855811984		others	0 sec	0.0017997035782341732		others	30 sec	0.0012174465382172347		others	1 min	0.002117298327334321		others	5 min	0.017626508575058226		others	10 min	0.004816853694685581		others	>10 min	0.020908320982426423				
Malhar	src	0 sec	0.005346178276519162		src	30 sec	0.005452043192885878		src	1 min	0.002805420283717976		src	5 min	0.011909803091255559		src	10 min	0.008522125767520644		src	>10 min	0.06531865339826382		test	0 sec	0.003281812407368198		test	30 sec	0.0041816641964852845		test	1 min	0.003070082574634766		test	5 min	0.013444844378572941		test	10 min	0.008575058225704002		test	>10 min	0.1175629896252382		others	0 sec	0.011009951302138471		others	30 sec	0.00269955536735126		others	1 min	0.0036523396146517046		others	5 min	0.014080033876773238		others	10 min	0.007304679229303409		others	>10 min	0.033241583739148844				
