commcare-hq	0sec	22.388113630700225		30sec	332.8772451381147		1min	341.9461403228384		5min	310.7979285387463		10min	308.678517452321		>10min	313.51276601003485				
ipython	0sec	2.808903931267899		30sec	11.786963434022258		1min	13.705882352941176		5min	18.332558139534882		10min	28.741144414168936		>10min	53.21063664596273				
sympy	0sec	2.414939382088385		30sec	7.016741071428571		1min	10.8796992481203		5min	21.438856729377715		10min	29.909413854351687		>10min	46.47553026955369				
pandas	0sec	3.3169705469845723		30sec	3.431578947368421		1min	3.864130434782609		5min	5.313278008298755		10min	5.3552091878589		>10min	7.349764468371467				
kuma	0sec	6.424036281179139		30sec	51.34823091247672		1min	25.19558359621451		5min	47.93698175787728		10min	53.91588785046729		>10min	86.72632918828944				
zamboni	0sec	3.463235294117647		30sec	11.997842502696871		1min	11.623839009287925		5min	11.528332260141662		10min	9.827125506072875		>10min	11.572275584015179				
bedrock	0sec	6.201388888888889		30sec	17.361702127659573		1min	18.82777777777778		5min	25.456059204440333		10min	17.203125		>10min	27.310274055293977				
socorro	0sec	3.025252525252525		30sec	47.80263157894737		1min	54.226027397260275		5min	85.27127659574468		10min	98.0495867768595		>10min	126.07275464124436				
kitsune	0sec	5.466037735849056		30sec	5.986486486486487		1min	4.89908256880734		5min	10.945812807881774		10min	13.485049833887043		>10min	15.992048929663609				
matplotlib	0sec	2.6147498710675605		30sec	120.39418254764293		1min	219.46449359720606		5min	208.7568315461778		10min	177.78575703171754		>10min	160.28380294716075				
addon-sdk	0sec	2.6481481481481484		30sec	11.924242424242424		1min	10.134199134199134		5min	8.866515837104073		10min	11.795880149812733		>10min	14.034188034188034				
django-cms	0sec	3.2532374100719426		30sec	16.825386597938145		1min	23.942682926829267		5min	36.24064171122995		10min	35.612377850162865		>10min	54.60085691735257				
Theano	0sec	1.6732418524871355		30sec	3.912869303955934		1min	3.901931649331352		5min	8.168447000821693		10min	13.596212896622314		>10min	18.952357529337363				
onepercentclub-site	0sec	3.8089330024813894		30sec	10.766749379652605		1min	13.845481049562682		5min	58.87244480784955		10min	61.34293948126801		>10min	65.06370494551551				
virt-test	0sec	3.625519287833828		30sec	4.193939393939394		1min	3.0172413793103448		5min	4.713362068965517		10min	9.952898550724637		>10min	17.077706525839307				
configuration	0sec	2.2059973924380705		30sec	9.657824933687003		1min	8.636690647482014		5min	6.4433150899139955		10min	8.246323529411764		>10min	11.372481572481572				
buildbot	0sec	3.332718327183272		30sec	20.6439842209073		1min	29.47783251231527		5min	39.04420866489832		10min	38.99360511590727		>10min	57.61947520702385				
deis	0sec	4.33572710951526		30sec	19.800925925925927		1min	19.56441717791411		5min	28.67966101694915		10min	26.130982367758186		>10min	31.67617054669108				
django-rest-framework	0sec	1.9375		30sec	5.119891008174387		1min	3.6653846153846152		5min	6.052111410601976		10min	6.2258522727272725		>10min	9.907508799374266				
ka-lite	0sec	127.22173274596182		30sec	79.23339160839161		1min	81.09600997506234		5min	179.14310197086547		10min	215.61447562776956		>10min	273.53614532785866				
cryptography	0sec	1.8205804749340369		30sec	4.0225225225225225		1min	5.018957345971564		5min	4.9419795221843		10min	4.707865168539326		>10min	7.0988832487309645				
kivy	0sec	1.629120879120879		30sec	6.355737704918033		1min	7.2785714285714285		5min	7.772592592592592		10min	6.978233034571063		>10min	17.01231098621705				
robottelo	0sec	2.968888888888889		30sec	5.759036144578313		1min	3.2993197278911564		5min	5.121588089330025		10min	5.948136142625608		>10min	6.831673104289489				
ralph	0sec	3.5		30sec	4.625		1min	7.428571428571429		5min	9.336448598130842		10min	8.0		>10min	8.65019305019305				
zds-site	0sec	4.48559670781893		30sec	17.514469453376204		1min	19.07936507936508		5min	30.99440715883669		10min	33.03300330033003		>10min	50.342911877394634				
mne-python	0sec	2.1586500132872706		30sec	5.8291457286432165		1min	5.520161290322581		5min	6.458171206225681		10min	7.040238450074516		>10min	12.629062012203775				
iris	0sec	9.021428571428572		30sec	36.873684210526314		1min	48.65217391304348		5min	55.569060773480665		10min	55.4015444015444		>10min	48.31644757935236				
ome-documentation	0sec	2.0316901408450705		30sec	3.7075208913649025		1min	6.058139534883721		5min	6.875197472353871		10min	8.728991596638656		>10min	10.852697095435685				
OTM2	0sec	2.842185128983308		30sec	4.641566265060241		1min	6.601990049751244		5min	5.37015503875969		10min	6.64259927797834		>10min	7.544816053511705				
pylearn2	0sec	1.5746268656716418		30sec	3.2463312368972748		1min	3.057815845824411		5min	7.647126436781609		10min	12.97689075630252		>10min	16.143917307182612				
eden	0sec	7.294117647058823		30sec	10.006688963210703		1min	8.318493150684931		5min	8.71625929861849		10min	13.063348416289593		>10min	15.563115052848985				
pyramid	0sec	1.726775956284153		30sec	4.594713656387666		1min	3.196652719665272		5min	4.590038314176245		10min	5.709009009009009		>10min	10.054663422546634				
otter	0sec	2.5		30sec	2.867109634551495		1min	5.252796420581656		5min	8.166880616174582		10min	9.5185546875		>10min	13.03363974183454				
scikit-image	0sec	1.780612244897959		30sec	2.7108843537414966		1min	2.8191126279863483		5min	4.39456419868791		10min	6.090909090909091		>10min	15.159897077743063				
vumi-go	0sec	14.5		30sec	17.513257575757574		1min	18.57175925925926		5min	31.53539156626506		10min	32.2983606557377		>10min	33.842490077292666				
ninja-ide	0sec	2.703125		30sec	3.7007874015748032		1min	3.2276119402985075		5min	2.7962382445141065		10min	3.475113122171946		>10min	6.002409638554217				
youtube-dl	0sec	1.5085066162570888		30sec	1.8529111338100102		1min	2.4219409282700424		5min	2.383779869659667		10min	2.860082304526749		>10min	4.432438125329121				
