symfony	src	0 sec	0.05679652763074317		src	30 sec	0.12529112852000848		src	1 min	0.06600677535464747		src	5 min	0.2567224221892865		src	10 min	0.11147575693415203		src	>10 min	0.6592737666737243		test	0 sec	5.2932458183358036e-05		test	30 sec	0.023237349142494177		test	1 min	0.017679441033241584		test	5 min	0.09506669489731102		test	10 min	0.040546262968452255		test	>10 min	0.21400592843531654		others	0 sec	0.03403557061189922		others	30 sec	0.02773660808807961		others	1 min	0.0067753546474698285		others	5 min	0.0220728350624603		others	10 min	0.015191615498623755		others	>10 min	0.08019267414778743				
app	src	0 sec	0.0016938386618674571		src	30 sec	0.027154351048062672		src	1 min	0.023872538640694475		src	5 min	0.13428964641117933		src	10 min	0.0995130213847131		src	>10 min	0.29218716917213633		test	0 sec	0.0010586491636671606		test	30 sec	0.032182934575481686		test	1 min	0.029218716917213637		test	5 min	0.1835168325217023		test	10 min	0.15091043828075376		test	>10 min	0.6182511115816218		others	0 sec	0.17250688121956384		others	30 sec	0.277789540546263		others	1 min	0.26847342790599193		others	5 min	1.3075375820453101		others	10 min	0.90715646834639		others	>10 min	3.1898157950455217				
zf2	src	0 sec	0.007622273978403557		src	30 sec	0.003281812407368198		src	1 min	0.0017467711200508153		src	5 min	0.006563624814736396		src	10 min	0.0037052720728350625		src	>10 min	0.024401863222528054		test	0 sec	0.00010586491636671607		test	30 sec	0.013021384713106076		test	1 min	0.002646622909167902		test	5 min	0.014397628625873385		test	10 min	0.006881219563836544		test	>10 min	0.04885665890323947		others	0 sec	0.0789752276095702		others	30 sec	0.16059707812830828		others	1 min	0.07495236078763498		others	5 min	0.2634977768367563		others	10 min	0.11544569129790387		others	>10 min	0.5849565953842897				
core	src	0 sec	0.02805420283717976		src	30 sec	0.007992801185687064		src	1 min	0.004922718611052297		src	5 min	0.015720940080457338		src	10 min	0.005822570400169384		src	>10 min	0.0760639424094855		test	0 sec	0.005822570400169384		test	30 sec	0.015244547956807113		test	1 min	0.005557908109252593		test	5 min	0.01508575058225704		test	10 min	0.006722422189286471		test	>10 min	0.06844166843108195		others	0 sec	0.017838238407791657		others	30 sec	0.005452043192885878		others	1 min	0.005822570400169384		others	5 min	0.01688545416049121		others	10 min	0.008786788058437434		others	>10 min	0.05859623120897735				
joomla-cms	src	0 sec	0.0		src	30 sec	0.0011115816218505187		src	1 min	0.0021702307855176795		src	5 min	0.006987084480203261		src	10 min	0.004710988778318865		src	>10 min	0.036417531230150325		test	0 sec	0.0		test	30 sec	0.0012703789964005929		test	1 min	0.0012174465382172347		test	5 min	0.003281812407368198		test	10 min	0.0020643658691509633		test	>10 min	0.022390429811560447		others	0 sec	0.007357611687486767		others	30 sec	0.055579081092525934		others	1 min	0.07071776413296633		others	5 min	0.2516409062036841		others	10 min	0.14831674782976922		others	>10 min	0.9883548591996613				
cakephp	src	0 sec	0.03387677323734914		src	30 sec	0.016091467287740843		src	1 min	0.01646199449502435		src	5 min	0.07024137200931611		src	10 min	0.04462206224857082		src	>10 min	0.38275460512386195		test	0 sec	0.016620791869574422		test	30 sec	0.010957018843955113		test	1 min	0.010427694262121532		test	5 min	0.05367351259792505		test	10 min	0.03742324793563413		test	>10 min	0.3541710777048486		others	0 sec	0.061878043616345545		others	30 sec	0.028477662502646623		others	1 min	0.022549227186110524		others	5 min	0.10268896887571459		others	10 min	0.0715117510057167		others	>10 min	0.4640059284353165				
framework	src	0 sec	0.0		src	30 sec	0.0		src	1 min	0.0		src	5 min	0.0		src	10 min	0.0		src	>10 min	0.0		test	0 sec	0.0		test	30 sec	5.2932458183358036e-05		test	1 min	0.0003175947491001482		test	5 min	0.0006351894982002964		test	10 min	0.0005822570400169384		test	>10 min	0.007781071352953631		others	0 sec	0.0010057167054838027		others	30 sec	0.00645775989836968		others	1 min	0.004710988778318865		others	5 min	0.021120050815159858		others	10 min	0.011645140800338767		others	>10 min	0.09030277366080881				
phpbb	src	0 sec	0.0		src	30 sec	0.0		src	1 min	0.0		src	5 min	0.0		src	10 min	0.0		src	>10 min	0.0		test	0 sec	0.0027524878255346177		test	30 sec	0.03435316536099937		test	1 min	0.009739572305737878		test	5 min	0.03451196273554944		test	10 min	0.015297480414990473		test	>10 min	0.11798644929070506		others	0 sec	0.10253017150116452		others	30 sec	0.12693203472369258		others	1 min	0.058913825958077495		others	5 min	0.20177853059496084		others	10 min	0.12100359940715646		others	>10 min	0.7808066906627144				
silverstripe-framework	src	0 sec	0.026201566800762226		src	30 sec	0.02614863434257887		src	1 min	0.01318018208765615		src	5 min	0.02943044674994707		src	10 min	0.016514926953207706		src	>10 min	0.2282976921448232		test	0 sec	0.006987084480203261		test	30 sec	0.028371797586279907		test	1 min	0.00915731526572094		test	5 min	0.04245183146305315		test	10 min	0.02673089138259581		test	>10 min	0.4533135718822782		others	0 sec	0.0011115816218505187		others	30 sec	0.0008469193309337286		others	1 min	0.0007939868727503706		others	5 min	0.00269955536735126		others	10 min	0.0018526360364175313		others	>10 min	0.06748888418378149				
processmaker	src	0 sec	0.0		src	30 sec	0.0		src	1 min	0.0		src	5 min	0.0		src	10 min	0.0		src	>10 min	0.00010586491636671607		test	0 sec	0.0		test	30 sec	0.00021172983273343214		test	1 min	0.0001587973745500741		test	5 min	0.0007939868727503706		test	10 min	0.0005822570400169384		test	>10 min	0.00322887994918484		others	0 sec	0.0010586491636671606		others	30 sec	0.012756722422189287		others	1 min	0.011168748676688545		others	5 min	0.06717128943468134		others	10 min	0.037899640059284354		others	>10 min	0.2388841837814948				
