uPortal	238411		0sec	2153	0.009030623586998921		30sec	6847	0.028719312447831685		1min	5510	0.02311134972799074		5min	15814	0.06633083205053458		10min	13896	0.05828590123777846		>10min	193746	0.8126554563338101				
aerogear-unifiedpush-server	45542		0sec	2164	0.047516578103728425		30sec	836	0.01835668174432392		1min	1049	0.023033683193535638		5min	4287	0.0941328883228668		10min	1737	0.03814061745202231		>10min	33445	0.7343770585393703				
jcabi-github	45815		0sec	101	0.0022045181709047256		30sec	792	0.017286914765906363		1min	607	0.013248935938011568		5min	3146	0.06866746698679471		10min	1703	0.037171232129215324		>10min	39422	0.8604605478555059				
picketlink	322468		0sec	102467	0.3177586613245345		30sec	2585	0.008016299291712665		1min	6756	0.020950916059888112		5min	16485	0.05112135157597033		10min	5622	0.017434288053388244		>10min	188541	0.5846812706997283				
XChange	209675		0sec	357	0.001702635030404197		30sec	5795	0.02763801120782163		1min	3335	0.015905568141170858		5min	17493	0.08342911648980565		10min	11097	0.05292476451651365		>10min	171525	0.8180517467509241				
lorsource	31082		0sec	202	0.006498938292259186		30sec	987	0.03175471333890998		1min	932	0.029985200437552283		5min	2797	0.08998777427449971		10min	2532	0.0814619393861399		>10min	23574	0.7584454024837527				
orbisgis	1009032		0sec	47967	0.047537640035202056		30sec	27122	0.02687922682333167		1min	25409	0.025181560148736612		5min	92876	0.09204465269684212		10min	86301	0.0855285065290298		>10min	728769	0.7222456770449301				
mev	50863		0sec	1694	0.03330515305821521		30sec	619	0.01216994671961937		1min	1125	0.02211823919155378		5min	5884	0.11568330613609107		10min	5140	0.10105577728407683		>10min	36030	0.7083734738414957				
windup	56541		0sec	1606	0.028404166887745178		30sec	2696	0.047682212907447695		1min	398	0.007039139739304222		5min	4241	0.07500751666931961		10min	4063	0.07185935869545994		>10min	43281	0.7654799172282061				
stratosphere	508168		0sec	1984	0.003904220651438107		30sec	4174	0.008213819051967067		1min	4558	0.008969474661922829		5min	23544	0.0463311345854127		10min	22847	0.04495954093921695		>10min	450901	0.8873069536058941				
blueflood	30396		0sec	1039	0.03418212922752994		30sec	862	0.028358994604553232		1min	415	0.013653112251612054		5min	1623	0.053395183576786416		10min	1337	0.04398605079615739		>10min	24990	0.8221476510067114				
deegree3	275180		0sec	351	0.0012755287448215713		30sec	17542	0.06374736536085471		1min	13268	0.04821571335126099		5min	36143	0.13134312086634203		10min	24608	0.08942510356857329		>10min	182843	0.6644487244712551				
gradle	2277867		0sec	52851	0.023201969210669457		30sec	45029	0.01976805493911629		1min	30017	0.013177678942624832		5min	218004	0.09570532432314968		10min	197629	0.08676055274517784		>10min	1721740	0.7558562462163068				
tajo	41289		0sec	1	2.4219525781685195e-05		30sec	232	0.005618929981350965		1min	371	0.008985444065005206		5min	1425	0.0345128242389014		10min	1040	0.0251883068129526		>10min	38194	0.9250405677056843				
androidannotations	65600		0sec	1200	0.018292682926829267		30sec	3260	0.049695121951219515		1min	1161	0.017698170731707315		5min	4643	0.07077743902439024		10min	2081	0.031722560975609757		>10min	52473	0.7998932926829269				
GWTP	60141		0sec	333	0.0055369880780166605		30sec	954	0.01586272260188557		1min	1814	0.03016245157213881		5min	4731	0.07866513692821869		10min	3582	0.059560033920287324		>10min	48201	0.8014665535990423				
retrofit	6925		0sec	13	0.0018772563176895306		30sec	425	0.061371841155234655		1min	128	0.01848375451263538		5min	832	0.12014440433212996		10min	299	0.043176895306859205		>10min	5228	0.7549458483754513				
H2GIS	18470		0sec	295	0.01597184623714131		30sec	309	0.016729832160259882		1min	302	0.016350839198700597		5min	1597	0.08646453708716838		10min	1043	0.056469951272333514		>10min	14875	0.8053600433134813				
helios	15943		0sec	1505	0.09439879570971586		30sec	293	0.018377971523552656		1min	239	0.014990905099416672		5min	637	0.03995483911434485		10min	867	0.054381233143072194		>10min	12292	0.7709966756570281				
lodmill	12645		0sec	186	0.014709371293001186		30sec	231	0.01826809015421115		1min	86	0.006801107156979043		5min	680	0.053776196124950576		10min	637	0.050375642546461055		>10min	10795	0.8536971134835903				
