symfony	24196053		0sec	14193	0.0005865832745530851		30sec	1176033	0.048604332285104516		1min	1013466	0.04188559183599077		5min	5560195	0.22979760376620104		10min	2473641	0.10223324440560616		>10min	13913102	0.5750153547770788				
app	209216042		0sec	81192	0.0003880773157920653		30sec	5255238	0.025118714367036922		1min	4747978	0.022694139295494367		5min	34354348	0.16420513298879824		10min	30468531	0.14563190618050217		>10min	134079150	0.6408645757670915				
zf2	5473181		0sec	107694	0.019676674314260758		30sec	481327	0.08794282520530565		1min	151670	0.027711489899566632		5min	679062	0.12407081000975484		10min	416238	0.07605047229390002		>10min	3581103	0.6543001227257056				
core	955143		0sec	22173	0.02321432497542253		30sec	122824	0.12859226314803124		1min	41264	0.043201907986552796		5min	127992	0.1340029712828341		10min	53432	0.0559413616599818		>10min	548318	0.5740690137497736				
joomla-cms	1238075		0sec	616	0.0004975465945116411		30sec	27435	0.022159400682511158		1min	36722	0.0296605617591826		5min	128853	0.10407527815358521		10min	73895	0.05968539870363265		>10min	969664	0.7832029562021687				
cakephp	4712039		0sec	5341	0.001133479582830278		30sec	65806	0.013965504105547514		1min	67085	0.014236936493946676		5min	468543	0.09943529754316549		10min	337868	0.07170314167603452		>10min	3765008	0.7990188536215426				
framework	218553		0sec	113	0.0005170370573728112		30sec	618	0.002827689393419445		1min	5798	0.026529034147323532		5min	13142	0.060131867327375965		10min	12350	0.056508032376586		>10min	186532	0.8534863396979222				
phpbb	6131134		0sec	66060	0.0107745157747327		30sec	862876	0.14073677071810858		1min	300526	0.04901638098270238		5min	992069	0.16180840281748857		10min	471035	0.07682673384727849		>10min	3385337	0.5521551151875004				
silverstripe-framework	393387		0sec	1452	0.0036910218182095492		30sec	5730	0.014565809241281487		1min	4059	0.010318083719085786		5min	22049	0.05604913227940934		10min	19377	0.049256838685569175		>10min	339601	0.8632745871114196				
processmaker	193002		0sec	307	0.0015906570916363562		30sec	2442	0.012652718624677465		1min	5199	0.026937544688656077		5min	31079	0.16102941938425508		10min	22459	0.11636666977544274		>10min	131496	0.6813193645661703				
dolibarr	41418355		0sec	10855	0.0002620818716725954		30sec	1830010	0.04418355098844461		1min	2995414	0.07232093114272646		5min	8905472	0.21501269183674726		10min	4571649	0.11037736771535228		>10min	23069292	0.5569823330743097				
PrestaShop	4204266		0sec	30633	0.007286170760841489		30sec	206753	0.049176955026156766		1min	220708	0.052496202666529664		5min	904678	0.2151809614329826		10min	576130	0.1370346215011134		>10min	2247732	0.5346312531129096				
woocommerce	387339		0sec	2640	0.006815735053790091		30sec	17466	0.045092283503597626		1min	11095	0.02864415925068222		5min	50846	0.1312700244488678		10min	37182	0.09599343210985725		>10min	266713	0.6885777058339078				
pim-community-dev	11155386		0sec	38796	0.003477781943179734		30sec	917301	0.0822294271126073		1min	409175	0.03667959136510382		5min	1604044	0.1437909902893544		10min	1227947	0.11007660335554502		>10min	6935387	0.6217074873070282				
Elgg	2025851		0sec	1634	0.0008065746197523905		30sec	43788	0.021614620226265407		1min	49183	0.024277698606659622		5min	190963	0.09426310227158859		10min	145256	0.07170122580584654		>10min	1594475	0.7870643003853689				
foundation	504475		0sec	1079	0.002138857227811091		30sec	16843	0.03338718469696219		1min	9912	0.01964814906586055		5min	43600	0.0864264829773527		10min	37782	0.07489370137271421		>10min	395029	0.7830497051390058				
concrete5	3455471		0sec	1210	0.0003501693401565228		30sec	137804	0.039879946901594604		1min	79754	0.023080500458548196		5min	367587	0.10637826218191385		10min	261513	0.07568085508458905		>10min	2607188	0.7545101666314086				
laravel	94543		0sec	62	0.0006557862559893382		30sec	4280	0.04527040605861883		1min	6243	0.06603344509905545		5min	11496	0.121595464497636		10min	4826	0.051045555990395904		>10min	67635	0.7153887649006272				
pyrocms	6342		0sec	0		30sec	559	0.08814254178492589		1min	354	0.05581835383159887		5min	491	0.07742037212235887		10min	344	0.05424156417533901		>10min	4594	0.7243771680857773				
SonataAdminBundle	198930		0sec	1154	0.0058010355401397476		30sec	6158	0.030955612527019553		1min	4407	0.02215352133916453		5min	16834	0.08462273161413562		10min	14661	0.0736992912079626		>10min	154593	0.7771226059417886				
phpmyadmin	11427551		0sec	689008	0.06029358346333348		30sec	2068534	0.1810128871881648		1min	872643	0.07636308076857412		5min	1685391	0.14748488105631732		10min	583183	0.05103306911515862		>10min	4289287	0.3753461262172446				
CM	291400		0sec	7238	0.024838709677419354		30sec	8269	0.028376801647220316		1min	10250	0.03517501715854496		5min	63875	0.21920041180507893		10min	36596	0.12558682223747425		>10min	165138	0.5667055593685656				
Sylius	3743668		0sec	19860	0.005304957597735697		30sec	104912	0.02802385254247973		1min	80949	0.021622911005997326		5min	405466	0.10830714689443616		10min	290020	0.07746947645998524		>10min	2832689	0.7566613812977006				
Elkarte	382198		0sec	4849	0.012687141219995918		30sec	8244	0.02156997158540861		1min	10594	0.02771861705189457		5min	41685	0.10906650479594346		10min	19126	0.05004212476255763		>10min	295743	0.7737952579553007				
composer	58560		0sec	623	0.010638661202185793		30sec	3112	0.05314207650273224		1min	1410	0.024077868852459015		5min	5181	0.0884733606557377		10min	4080	0.06967213114754098		>10min	43910	0.7498292349726776				
Easy-Digital-Downloads	209794		0sec	23	0.00010963135266022861		30sec	9985	0.04759430679619055		1min	5095	0.024285727904515858		5min	29254	0.1394415474227099		10min	18536	0.08835333708304337		>10min	146851	0.6999771204133579				
doctrine2	422180		0sec	4509	0.010680278554171207		30sec	4719	0.011177696717040124		1min	2346	0.005556871476621346		5min	25739	0.06096688616230044		10min	20856	0.04940072954663888		>10min	361215	0.8555947700033161				
